Date,Open,High,Low,Close,Volume,Adj Close
1999-06-23,133,133.625,132.125,133.031204,9629200,95.872785
1999-06-24,132.875,132.9375,130.656204,132.031204,9176900,95.152106
1999-06-25,132.593704,133.015594,131.25,131.703094,4087000,94.915645
1999-06-28,132.6875,133.625,132.5,133.3125,5028900,96.075509
1999-06-29,133,135.1875,132.781204,134.5625,6956200,96.976358
1999-06-30,134.625,137.5,133.843704,137,16856100,98.733013
1999-07-01,137,138.5,136.0625,138.031204,9939500,99.47618
1999-07-02,138.125,139.5,137.906204,139.406204,3772800,100.467113
1999-07-06,139.25,140.75,138.593704,139.375,11221100,100.444625
1999-07-07,139.0625,139.718704,138.515594,139.5625,3230700,100.579753
1999-07-08,139.0625,140.625,138.75,139.671799,7101500,100.658522
1999-07-09,140,140.593704,139.5625,140.5,2976800,101.255389
1999-07-12,140.9375,140.9375,139.5,139.875,4436300,100.804965
1999-07-13,139.375,139.921799,138.656204,139.375,6477600,100.444625
1999-07-14,140,140.218704,138.75,140.156204,4382500,101.007623
1999-07-15,140.781204,141.375,140.3125,141.046799,3348600,101.649455
1999-07-16,141.25,142.156204,140.75,141.8125,2281500,102.20128
1999-07-19,142.1875,142.25,140.5625,140.875,4287000,101.525644
1999-07-20,140.125,140.406204,137.531204,137.984299,7060100,99.442376
1999-07-21,138.093704,138.906204,137.3125,137.828094,4793700,99.329803
1999-07-22,137.4375,138,135.468704,136.015594,7804100,98.023572
1999-07-23,136.656204,137,135.125,135.75,4603000,97.832164
1999-07-26,134.875,136.125,134.625,134.75,4333400,97.111485
1999-07-27,136,137.203094,135.375,135.875,5908500,97.922249
1999-07-28,136.25,137.3125,135.593704,136.3125,3955500,98.237546
1999-07-29,134.9375,135.25,133.3125,134.406204,7760600,96.863719
1999-07-30,134.8125,135.343704,132.5625,132.75,5994300,95.670127
1999-08-02,132.75,134.75,132.5,133.0625,6065500,95.89534
1999-08-03,133.718704,133.843704,131.375,132.4375,5445400,95.444915
1999-08-04,132.718704,133.875,130.4375,130.625,6497900,94.138685
1999-08-05,130.875,131.9375,128.843704,131.8125,10322000,94.994491
1999-08-06,131.218704,132,129.5,130.375,7537700,93.958515
1999-08-09,130.593704,131.796799,129.75,130.093704,5565900,93.755791
1999-08-10,129.875,130.156204,127,128.656204,9793300,92.719815
1999-08-11,129.6875,130.531204,128.625,130.218704,8003400,93.845876
1999-08-12,130.6875,131.8125,129.906204,130.140594,7036800,93.789584
1999-08-13,131.625,133.25,131.125,133.156204,5857700,95.96287
1999-08-16,133.125,133.968704,132.25,133.75,3927000,96.390806
1999-08-17,134.4375,134.843704,133.125,134.625,4808000,97.0214
1999-08-18,134.203094,134.375,133.25,133.656204,4355500,96.32321
1999-08-19,132.375,133.234299,131.6875,132.5625,6448100,95.535
1999-08-20,133.0625,134.125,132.6875,133.906204,3663700,96.503379
1999-08-23,134.8125,136.546799,134.656204,136.468704,5637800,98.350119
1999-08-24,136.0625,137.968704,135.375,136.968704,9279500,98.710459
1999-08-25,137.1875,138.781204,136.156204,138.375,6005300,99.723946
1999-08-26,138.281204,138.421799,136.5,136.718704,4322300,98.530289
1999-08-27,136.875,137.0625,135.0625,135.0625,6247400,97.336697
1999-08-30,135.343704,135.5,132,132.5625,4652000,95.535
1999-08-31,132.9375,133.75,130.875,132.0625,11453700,95.174661
1999-09-01,132.9375,133.734299,132.3125,133.6875,6863900,96.345764
1999-09-02,132.125,132.671799,130.656204,132.109299,10896300,95.208387
1999-09-03,134.875,136.5,134.6875,135.968704,9160800,97.98978
1999-09-07,136.0625,136.625,135.218704,135.468704,4560800,97.62944
1999-09-08,134.843704,136.0625,134.031204,134.8125,6159600,97.156528
1999-09-09,134.75,135.25,133.6875,134.75,6177800,97.111485
1999-09-10,136.25,136.359299,134.9375,135.875,2934500,97.922249
1999-09-13,135.125,135.468704,134.5,134.953094,2320500,97.257851
1999-09-14,134.0625,134.5625,133.375,134.0625,3736000,96.616018
1999-09-15,135.4375,135.4375,131.875,131.9375,6984500,95.084576
1999-09-16,132.5,132.8125,130.3125,132.453094,15377600,95.456154
1999-09-17,132.625,133.9375,132.156204,133.75,8542300,96.662281
1999-09-20,133.9375,134,133.093704,133.5625,2803900,96.526773
1999-09-21,132.25,132.468704,130.156204,130.75,9335200,94.494155
1999-09-22,131.25,131.843704,129.75,130.609299,13009100,94.392469
1999-09-23,131.8125,131.8125,127.625,127.875,12204100,92.416368
1999-09-24,127.75,128.375,126.3125,127.75,13792900,92.326029
1999-09-27,128.75,129.75,128.281204,128.593704,6970300,92.935781
1999-09-28,127.9375,128.8125,125.5625,128.343704,11063400,92.755104
1999-09-29,128.4375,129.125,126.75,126.8125,7580300,91.64849
1999-09-30,127.4375,129.4375,126.968697,128.75,7498900,93.048738
1999-10-01,127.9375,128.5625,126.625,128.468704,11127100,92.845443
1999-10-04,129.1875,130.875,128.75,130.75,6341600,94.494155
1999-10-05,130.718704,131.968704,128.6875,130.625,11976000,94.403816
1999-10-06,130.75,132.8125,130.6875,132.625,10308200,95.849234
1999-10-07,132.859299,133,131.5,131.875,6535600,95.307202
1999-10-08,131.75,133.875,131.234299,133.875,9674300,96.75262
1999-10-11,133.593704,134.125,133.3125,133.656204,4282000,96.594494
1999-10-12,133.125,133.3125,131.1875,131.593704,8686100,95.103907
1999-10-13,130.6875,131.3125,128.1875,128.1875,10469300,92.642214
1999-10-14,128.484299,129.1875,126.75,128.156204,10562200,92.619596
1999-10-15,126,126.75,124.5,124.875,14238700,90.248242
1999-10-18,124.9375,125.9375,123.4375,125.781197,9758800,90.903158
1999-10-19,127.1875,128.25,125.9375,127,14392900,91.783998
1999-10-20,127.75,129.468704,127.125,128.25,9759400,92.687383
1999-10-21,127.218697,129,126.625,129,9105400,93.229415
1999-10-22,129.75,131.218704,129.5625,130.093704,8309600,94.019844
1999-10-25,129.3125,130.468704,128.75,129.4375,8114300,93.5456
1999-10-26,130.1875,130.6875,127.8125,127.8125,6256300,92.371198
1999-10-27,128.375,130.3125,128.25,130.125,5433300,94.042462
1999-10-28,132.4375,134.859299,132.1875,134.5625,10509700,97.249482
1999-10-29,135.843704,137.6875,135.718704,137,10988600,99.011084
1999-11-01,136.5,137,135.5625,135.5625,4006500,97.97219
1999-11-02,135.968704,137.25,134.593704,134.593704,6516900,97.272033
1999-11-03,136,136.375,135.125,135.5,7222300,97.927021
1999-11-04,136.75,137.359299,135.765594,136.531204,7907500,98.672281
1999-11-05,138.625,139.109299,136.781204,137.875,7431500,99.643454
1999-11-08,137,138.375,136.75,138,4649200,99.733793
1999-11-09,138.5,138.6875,136.281204,136.703094,4533700,98.796508
1999-11-10,136.25,138.390594,136.078094,137.718704,6405600,99.530498
1999-11-11,138.1875,138.5,137.468704,138.5,4794100,100.095147
1999-11-12,139.25,139.984299,137.125,139.75,11802900,100.998533
1999-11-15,139.843704,140.25,139.406204,140.078094,2187500,101.23565
1999-11-16,140.5625,143,140.093704,141.25,7544800,102.082596
1999-11-17,142.25,142.9375,141.3125,141.625,9459000,102.353611
1999-11-18,142.4375,143,141.625,142.625,4491000,103.07632
1999-11-19,142.406204,142.968704,142,142.5,4832100,102.985982
1999-11-22,142.4375,143,141.5,142.468704,4155400,102.963364
1999-11-23,142.843704,142.843704,140.375,141.218704,5918000,102.059978
1999-11-24,140.75,142.4375,140,141.968704,4459700,102.60201
1999-11-26,142.468704,142.875,141.25,141.4375,1693900,102.218104
1999-11-29,140.875,141.921799,140.4375,140.9375,7348600,101.856749
1999-11-30,140.75,142.3125,139,139.281204,7682000,100.65973
1999-12-01,139.3125,140.5,139,140.406204,6980200,101.472777
1999-12-02,140.625,141.375,140.375,141.25,6698300,102.082596
1999-12-03,143.031204,145.343704,143.031204,143.843704,10045400,103.957088
1999-12-06,143.531204,143.718704,142.25,142.781204,3138900,103.18921
1999-12-07,143.281204,143.3125,141.375,141.625,10714200,102.353611
1999-12-08,141.343704,142.0625,140.5,140.718704,4611400,101.698624
1999-12-09,141.8125,142.218704,139.375,141.406204,6474700,102.195486
1999-12-10,142.281204,142.8125,140.875,141.875,5127300,102.534289
1999-12-13,141.4375,142.718704,141.281204,142.125,4210800,102.714966
1999-12-14,141.625,142.484299,140.625,140.75,5739000,101.721241
1999-12-15,140.375,142.203094,140.031204,141.5,6879100,102.263273
1999-12-16,142.1875,142.656204,141.156204,142.125,5854900,102.714966
1999-12-17,143,143.3125,142.0625,142.6875,4775400,103.37461
1999-12-20,142.5625,143.1875,141.093704,141.656204,4608700,102.627455
1999-12-21,141.593704,144.0625,141.343704,143.8125,7981300,104.189653
1999-12-22,143.625,144.1875,142.968704,144.1875,5377500,104.461334
1999-12-23,145.015594,146.484299,145,146.484299,5721700,106.125325
1999-12-27,146.5,146.781204,145.0625,146.281204,2691000,105.978187
1999-12-28,145.875,146.5,145.484299,146.1875,4084500,105.910299
1999-12-29,146.3125,146.8125,145.3125,146.8125,3001000,106.363101
1999-12-30,147.125,147.5625,146.1875,146.640594,3641300,106.238559
1999-12-31,146.843704,147.5,146.25,146.875,3172700,106.408381
2000-01-03,148.25,148.25,143.875,145.4375,8164300,105.366938
2000-01-04,143.531204,144.0625,139.640594,139.75,8089800,101.246443
2000-01-05,139.9375,141.531204,137.25,140,12177900,101.427563
2000-01-06,139.625,141.5,137.75,137.75,6227200,99.797478
2000-01-07,140.3125,145.75,140.0625,145.75,8066500,105.593338
2000-01-10,146.25,146.906204,145.031204,146.25,5741700,105.95558
2000-01-11,145.8125,146.093704,143.5,144.5,7503700,104.687735
2000-01-12,144.593704,144.593704,142.875,143.0625,6907700,103.646291
2000-01-13,144.468704,145.75,143.281204,145,5158300,105.049976
2000-01-14,146.531204,147.468704,145.968704,146.968704,7437300,106.476268
2000-01-18,145.343704,146.625,145.1875,145.8125,6488500,105.638619
2000-01-19,145.3125,147,145,147,6157900,106.498942
2000-01-20,146.968704,146.968704,143.8125,144.75,5800100,104.868856
2000-01-21,145.5,145.5,144.0625,144.4375,6244800,104.642455
2000-01-24,145.656204,145.843704,139.406204,140.343704,7896900,101.676571
2000-01-25,140.515594,141.9375,139,141.9375,9942500,102.831248
2000-01-26,141,141.546799,140.093704,140.8125,5158100,102.016206
2000-01-27,141.843704,142.218704,138.125,140.25,10922700,101.608684
2000-01-28,139.4375,140.0625,135.531204,135.875,11916200,98.439073
2000-01-31,135.8125,139.671799,135,139.5625,10768700,101.110602
2000-02-01,139.75,141.6875,138.531204,140.9375,8419900,102.106766
2000-02-02,141.281204,142.25,140.375,141.0625,6205900,102.197326
2000-02-03,140.875,143.25,140,143.1875,7997500,103.736852
2000-02-04,143.1875,144,142.125,142.593704,4925400,103.306657
2000-02-07,142.5625,142.781204,141.4375,142.375,5845800,103.14821
2000-02-08,143.968704,144.5625,143.625,144.3125,4936400,104.551895
2000-02-09,144.468704,144.468704,141.265594,141.281204,8511500,102.355774
2000-02-10,141.625,142.5625,140.875,141.5625,6690600,102.559567
2000-02-11,141.843704,141.9375,138.031204,138.6875,9849800,100.47668
2000-02-14,139.781204,139.781204,138.3125,139.5,8528800,101.065322
2000-02-15,139.25,141.218704,137.796799,141.078094,11078300,102.208624
2000-02-16,140.375,140.9375,138.796799,139,8845400,100.703081
2000-02-17,140.4375,140.4375,138.218704,138.281204,7584200,100.182326
2000-02-18,138.875,138.875,134.625,135.3125,9409200,98.031551
2000-02-22,135.1875,136.343704,133.531204,134.968704,16415400,97.782477
2000-02-23,135.625,137.468704,134.5,136.5625,12119000,98.937155
2000-02-24,136.6875,137.031204,133.093704,133.8125,17375000,96.944827
2000-02-25,135.1875,136.718704,133.125,133.328094,10559900,96.593884
2000-02-28,133.375,136.6875,132.718704,136.125,13397800,98.620193
2000-02-29,136.0625,137.4375,135.75,137.4375,8242500,99.571077
2000-03-01,137.625,139,137.218704,138.4375,6868000,100.295559
2000-03-02,138.6875,139.125,137.343704,138.531204,7600200,100.363446
2000-03-03,140.4375,141.718704,139.718704,141.125,12770300,102.242606
2000-03-06,140.8125,141.343704,138.75,139.75,11967100,101.246443
2000-03-07,140,140.156204,135.218704,137.046799,20062000,99.28802
2000-03-08,136.468704,137.843704,135.031204,136.875,11808500,99.163555
2000-03-09,137.25,140.875,136.125,140.875,5500900,102.061486
2000-03-10,140.1875,142,139.531204,140.125,7924600,101.518124
2000-03-13,136.6875,140.468704,135.6875,138.593704,10540500,100.408727
2000-03-14,139.281204,140.093704,136.156204,136.625,8263900,98.982435
2000-03-15,136.875,140.4375,136.0625,139.8125,10300800,101.291723
2000-03-16,141.625,146.843704,140.875,146.343704,25601400,106.023467
2000-03-17,145.8125,148,145.4375,146.9375,10272900,106.724218
2000-03-20,146.875,147.343704,144.781204,146.1875,12502300,106.179476
2000-03-21,145.531204,149.75,144.5,149.1875,13612600,108.358447
2000-03-22,149.5625,150.843704,148.6875,150.093704,8260000,109.016645
2000-03-23,149.156204,153.468704,149.156204,152.656204,11654500,110.87785
2000-03-24,152.875,155.75,151.718704,153.5625,11462900,111.536114
2000-03-27,153.375,153.781204,151.8125,151.9375,8798600,110.355838
2000-03-28,151.25,152.984299,150.593704,151.0625,6334400,109.720305
2000-03-29,151.5625,152.484299,149.656204,151.218704,6747500,109.833759
2000-03-30,150.156204,151.921799,147.125,148.6875,9491900,107.995285
2000-03-31,149.625,152.3125,148.4375,150.375,9249100,109.220957
2000-04-03,150.125,151.25,148.6875,151.25,8508200,109.85649
2000-04-04,151.75,153,141.390594,150.125,19585500,109.039376
2000-04-05,147.875,150.8125,147.625,149.1875,8387200,108.358447
2000-04-06,150.25,151.6875,149,150.484299,6378500,109.300343
2000-04-07,151.5625,152.125,150.5,151.4375,6023600,109.992676
2000-04-10,151.75,153.109299,150.3125,150.843704,9624200,109.561388
2000-04-11,150,151.625,148.375,150.406204,9006400,109.243621
2000-04-12,150.375,151.156204,146.156204,146.281204,10779200,106.247535
2000-04-13,147.468704,148.156204,143.781204,144.25,12225800,104.772223
2000-04-14,142.625,142.8125,133.5,136,29604000,98.780051
2000-04-17,135.1875,140.75,134.6875,140.75,23918200,102.230089
2000-04-18,140.5625,144.468704,139.781204,144.468704,11069200,104.931073
2000-04-19,144.5,145.125,142.531204,143.125,6553700,103.955109
2000-04-20,143.5625,143.9375,142.375,143.8125,8537600,104.454456
2000-04-24,141.5,143.3125,140.5,142.25,12893100,103.319575
2000-04-25,144.625,148.156204,144.4375,148.156204,14102000,107.609392
2000-04-26,147.968704,148.75,146,146.484299,7711100,106.395048
2000-04-27,143,147.343704,143,146,15595300,106.04329
2000-04-28,147,147.859299,145.0625,145.093704,8743400,105.385025
2000-05-01,146.5625,148.484299,145.843704,147.0625,7328300,106.815009
2000-05-02,145.5,147.125,144.125,144.125,9411900,104.681432
2000-05-03,144,144,139.781204,140.75,12630700,102.230089
2000-05-04,142,142.359299,140.75,141.8125,5963600,103.001808
2000-05-05,141.0625,144,140.9375,143.531204,7862400,104.250144
2000-05-08,142.75,143.375,141.843704,142.453094,5064100,103.467088
2000-05-09,143.0625,143.406204,140.265594,141.3125,5620300,102.638646
2000-05-10,140.5,140.968704,137.75,138.125,10293900,100.323489
2000-05-11,140.125,141.5,139.125,141.281204,7091100,102.615916
2000-05-12,141.8125,143.468704,141.625,142.8125,5960800,103.728132
2000-05-15,142.75,145.609299,142,145.281204,4441300,105.521211
2000-05-16,146.5625,147.718704,145.3125,146.6875,8192200,106.542637
2000-05-17,145.6875,146.1875,144.468704,145.156204,5907200,105.430421
2000-05-18,145.625,146.3125,143.375,143.375,4325600,104.13669
2000-05-19,142.5625,143.234299,140.406204,141.125,6518400,102.502461
2000-05-22,141.25,141.468704,137,140.0625,10839400,101.730742
2000-05-23,140.4375,140.8125,137.5625,138,7979200,100.232699
2000-05-24,138,140.6875,136.5,140.25,11081500,101.866927
2000-05-25,140.6875,141.8125,137.718704,137.843704,8278900,100.119177
2000-05-26,138.8125,139.6875,137.328094,138,4814000,100.232699
2000-05-30,140,142.9375,139.468704,142.5,5362700,103.501156
2000-05-31,142.5625,144,142.093704,142.8125,6056500,103.728132
2000-06-01,143.6875,145.4375,143,145.3125,8961600,105.543942
2000-06-02,148.9375,149.093704,147.484299,147.843704,8962200,107.382416
2000-06-05,147.468704,148.218704,146.875,147.125,6998100,106.860404
2000-06-06,146.625,147.781204,145.906204,146.468704,4858900,106.383721
2000-06-07,146.625,148,146,147.484299,4919500,107.121371
2000-06-08,147.5,147.75,146.0625,146.906204,5723100,106.701488
2000-06-09,147.5,147.968704,145.625,146.593704,3085300,106.474511
2000-06-12,146.968704,146.968704,144.875,144.875,3678900,105.226175
2000-06-13,144.8125,147.75,144.625,147.593704,6558700,107.200835
2000-06-14,148.25,148.875,147.1875,147.843704,6420500,107.382416
2000-06-15,148.125,148.75,146.843704,148.156204,5881200,107.609392
2000-06-16,148.3125,148.3125,145.875,146.593704,5567900,106.725195
2000-06-19,146.468704,149.156204,146.25,148.468704,5106900,108.090259
2000-06-20,148.1875,148.875,147,147.9375,6480000,107.703524
2000-06-21,146.9375,148.4375,146.890594,147.875,3115000,107.658022
2000-06-22,147.5625,147.6875,145,145.625,7490500,106.019945
2000-06-23,145.8125,146.125,143.875,144.375,4863300,105.109903
2000-06-26,145.375,146.25,144.875,146.234299,5201300,106.463536
2000-06-27,145.984299,146.718704,145.015594,145.156204,4159500,105.678646
2000-06-28,145.625,146.984299,145.3125,145.5625,5347700,105.974443
2000-06-29,144.75,145.75,143.515594,144.1875,6345700,104.973397
2000-06-30,143.9375,145.593704,143.890594,145.281204,7420200,105.76965
2000-07-03,145.4375,147.4375,145.1875,147.281204,1436600,107.225718
2000-07-05,146.375,146.656204,144.375,144.625,2748200,105.291911
2000-07-06,144.9375,146.468704,144.218704,145.75,5963200,106.11095
2000-07-07,146.6875,148.781204,146.25,148.093704,3034800,107.817246
2000-07-10,147.875,148.906204,147.531204,147.843704,2816100,107.635237
2000-07-11,147.468704,149.125,147.156204,148.156204,5431600,107.862748
2000-07-12,149.281204,150.125,148.6875,149.125,5883000,108.568064
2000-07-13,149.984299,150.375,149.1875,149.781204,5356000,109.045803
2000-07-14,150.4375,151.25,149.671799,151.25,5341900,110.115136
2000-07-17,150.984299,151.984299,150.6875,151,4208300,109.933128
2000-07-18,150.625,150.625,149.343704,149.765594,4262100,109.034439
2000-07-19,149.468704,149.906204,148.25,148.5625,8506800,108.158545
2000-07-20,149,150.625,148.8125,150.625,4538900,109.660115
2000-07-21,149.75,149.75,147.6875,147.6875,5656900,107.521515
2000-07-24,148.125,148.859299,146.5625,146.843704,5628500,106.907203
2000-07-25,147.75,147.843704,146.781204,147.3125,4757100,107.248503
2000-07-26,146.968704,147.156204,145.640594,145.875,12062500,106.201954
2000-07-27,145.9375,146.625,144.6875,145.375,7652600,105.837937
2000-07-28,145.718704,145.906204,141.515594,142.093704,6229500,103.449042
2000-07-31,142.9375,144.125,142.0625,143,5265500,104.108856
2000-08-01,143.625,144.718704,143.125,143.875,3946600,104.745886
2000-08-02,143.875,145.406204,143.625,144.593704,7439800,105.269127
2000-08-03,142.875,145.8125,142.625,145.593704,4607100,105.997161
2000-08-04,146.3125,146.718704,145.406204,146.375,3686600,106.565971
2000-08-07,146.718704,148.4375,146.375,148.125,4159800,107.84003
2000-08-08,147.5,148.8125,147.5,148.6875,3658700,108.249549
2000-08-09,149.140594,149.218704,147.375,147.4375,5383800,107.339507
2000-08-10,147.531204,147.859299,146.281204,146.718704,4193400,106.816199
2000-08-11,146.625,148,145.5625,147.406204,5089400,107.316723
2000-08-14,147.781204,149.5625,147.0625,149.281204,2966700,108.681786
2000-08-15,149.343704,149.8125,148.5625,149.156204,5564600,108.590782
2000-08-16,149.3125,149.9375,147.843704,148.625,5191600,108.204047
2000-08-17,148.6875,150.4375,148.343704,150.1875,5652200,109.3416
2000-08-18,150.375,150.375,149.218704,149.6875,4626400,108.977583
2000-08-21,150.031204,150.718704,149.406204,150.5,2380600,109.569111
2000-08-22,150.5625,151.3125,150.093704,150.25,3075300,109.387102
2000-08-23,149.8125,151.281204,149.281204,150.843704,5483200,109.819339
2000-08-24,151.156204,151.5,150.5,151.3125,4529000,110.160639
2000-08-25,151.156204,151.625,150.9375,151.25,2822200,110.115136
2000-08-28,151.25,152.906204,151.25,151.765594,5518700,110.490507
2000-08-29,151.4375,151.875,150.906204,151.796799,3561900,110.513224
2000-08-30,151.3125,151.5,150.343704,150.343704,3964800,109.455322
2000-08-31,151.0625,153.093704,150.906204,152.343704,4863100,110.91139
2000-09-01,153.25,153.593704,152,152.5,3191200,111.025179
2000-09-05,151.875,152.203094,150.8125,151.281204,3470800,110.137854
2000-09-06,151.1875,151.953094,149.531204,149.5625,4322200,108.886579
2000-09-07,150.25,151.078094,149.828094,150.843704,4265500,109.819339
2000-09-08,150.281204,150.5,149.328094,149.8125,3518200,109.068588
2000-09-11,149.75,151.1875,148.6875,149.593704,3937500,108.909297
2000-09-12,149.75,150.25,148.4375,148.5,4769100,108.113043
2000-09-13,148,149.343704,147.656204,148.890594,7691600,108.397409
2000-09-14,149.875,149.9375,148.156204,149.640594,3397100,108.943435
2000-09-15,148.1875,148.25,146,146,4085700,106.560005
2000-09-18,146.375,146.968704,144.203094,144.656204,5109300,105.579218
2000-09-19,145.125,146.3125,144.703094,145.968704,6588200,106.537163
2000-09-20,145.6875,146.031204,143.156204,144.890594,6508100,105.750291
2000-09-21,144.468704,145.5625,142.625,142.6875,5972300,104.142334
2000-09-22,142.625,145.3125,142.421799,145.281204,7791300,106.035382
2000-09-25,145.9375,146.0625,143.718704,144.25,9726300,105.282745
2000-09-26,144.375,145,142.406204,142.406204,5302400,103.937026
2000-09-27,143.5625,143.968704,142.125,143.156204,7186200,104.484423
2000-09-28,143.1875,146.328094,142.890594,145,7036400,105.830142
2000-09-29,145.468704,145.968704,143.625,143.625,9333600,104.82658
2000-10-02,144.281204,144.906204,143.140594,143.843704,5517800,104.986204
2000-10-03,144.531204,145.75,142.281204,142.5,9347200,104.005484
2000-10-04,142.875,144.25,141.75,143.6875,6148900,104.872197
2000-10-05,143.406204,144.843704,143.3125,144.1875,4566900,105.237128
2000-10-06,143.875,144.640594,139.75,141.0625,10014900,102.956306
2000-10-09,141.3125,141.3125,139.375,140,4508000,102.180827
2000-10-10,140.093704,141.25,137.6875,137.6875,6104700,100.493018
2000-10-11,137.625,138.625,135.125,136.531204,10346000,99.649081
2000-10-12,137.281204,137.593704,132.781204,133.125,12336900,97.163018
2000-10-13,132.9375,137.656204,132.875,137.5625,11778800,100.401785
2000-10-16,137.406204,138.234299,136.6875,138.1875,5659000,100.85795
2000-10-17,138.4375,138.5625,134.406204,134.75,7831700,98.349046
2000-10-18,132.625,136.125,130.156204,134.25,10897300,97.984114
2000-10-19,136.843704,139.453094,136.4375,139.3125,8767300,101.679046
2000-10-20,138.375,141.1875,138.375,139.906204,7373500,102.112369
2000-10-23,139.9375,141.031204,138.9375,140.531204,5290000,102.568533
2000-10-24,140.968704,141.9375,139,139.593704,5750700,101.884286
2000-10-25,138.75,139.5625,136.125,136.3125,9137600,99.489457
2000-10-26,137.125,137.656204,134.031204,136.6875,9345800,99.763155
2000-10-27,137.875,139.281204,136.625,139.281204,9762900,101.656204
2000-10-30,138.4375,141.093704,138.156204,140.531204,10154100,102.568533
2000-10-31,141.015594,143.6875,140.0625,142.953094,7752400,104.336181
2000-11-01,142.25,143.25,141.218704,142.468704,6753600,103.982643
2000-11-02,143.156204,143.906204,142.515594,142.703094,11395100,104.153715
2000-11-03,143.468704,143.75,142.375,142.781204,5187100,104.210725
2000-11-06,143.156204,144.296799,143.031204,143.781204,4042500,104.940588
2000-11-07,143.140594,144,142.5625,143.75,5231300,104.917813
2000-11-08,144.0625,144.0625,140.5625,140.5625,6123300,102.591375
2000-11-09,140,141.218704,137.25,140.031204,10635300,102.203601
2000-11-10,139,139.468704,136.531204,136.625,8569500,99.717539
2000-11-13,135.625,136.984299,133.015594,135.5625,17285300,98.942059
2000-11-14,137.468704,139.625,137,139.125,7668900,101.542196
2000-11-15,139.0625,140.109299,137.75,139.5625,8837700,101.861512
2000-11-16,138.578094,139.875,137.3125,137.375,6684100,100.264936
2000-11-17,137.3125,139,135.75,136.640594,6551100,99.728921
2000-11-20,135.75,136.375,134.3125,134.6875,5458500,98.303429
2000-11-21,134.875,136.1875,133.515594,135.375,7684300,98.80521
2000-11-22,134.343704,134.875,132.125,132.140594,5736900,96.444537
2000-11-24,133.625,134.968704,133.625,134.843704,3411600,98.417437
2000-11-27,136.468704,136.6875,135.3125,136.031204,5992000,99.284149
2000-11-28,135.125,136.593704,133.640594,133.6875,5336100,97.573566
2000-11-29,134.375,135.906204,133.265594,133.4375,6914100,97.3911
2000-11-30,132.5,133.5,129.75,132.281204,11201600,96.547163
2000-12-01,133.1875,134.0625,131,132.218704,7587200,96.501546
2000-12-04,131.875,133.875,131.5,133.343704,6996600,97.322642
2000-12-05,134.875,138.25,134.406204,137.718704,8883400,100.515793
2000-12-06,137.781204,138.343704,135.031204,135.515594,12888000,98.907825
2000-12-07,134.875,135.875,133.656204,133.656204,6529100,97.550725
2000-12-08,137.0625,139.468704,133.875,133.968704,10276300,97.778807
2000-12-11,137.375,139.5625,136.718704,138.625,6405600,101.177265
2000-12-12,138.1875,138.8125,137.375,138.031204,5022900,100.743875
2000-12-13,139.25,139.406204,136.031204,136.140594,6070500,99.363989
2000-12-14,135.875,136.5,134.031204,134.406204,7678400,98.098122
2000-12-15,133.125,133.125,130.5625,130.968704,9065300,95.882416
2000-12-18,132.0625,133.468704,131.765594,132.718704,7235400,97.163594
2000-12-19,132.468704,134.968704,130.015594,130.015594,9616600,95.184643
2000-12-20,128.625,128.9375,126.093697,126.25,9994300,92.427844
2000-12-21,126,128.859299,125.531197,127.125,14331500,93.068434
2000-12-22,129,131.109299,128.843704,130.9375,10182900,95.859571
2000-12-26,130.843704,132.343704,130.281204,132.343704,4665300,96.889056
2000-12-27,131.75,133.734299,131.25,133.3125,4854100,97.598313
2000-12-28,132.8125,133.875,132.593704,133.718704,8358700,97.895696
2000-12-29,134.0625,134.281204,131.1875,131.1875,8774600,96.042597
2001-01-02,132,132.156204,127.5625,128.8125,8737500,94.303855
2001-01-03,128.3125,136,127.656197,135,19431600,98.833735
2001-01-04,134.9375,135.468704,133,133.546799,9219000,97.769843
2001-01-05,133.468704,133.625,129.1875,129.1875,12911400,94.578393
2001-01-08,129.875,130.1875,127.6875,130.1875,6625300,95.310495
2001-01-09,131.046799,131.5,129.421799,129.843704,5702400,95.058802
2001-01-10,129,132.125,128.8125,132.125,8746100,96.728942
2001-01-11,131.093704,133.484299,131.093704,132.25,7245100,96.820455
2001-01-12,132.6875,133.718704,131.281204,132,7244000,96.637429
2001-01-16,132,133.1875,131.515594,132.843704,8542200,97.255107
2001-01-17,134.843704,135.046799,132.640594,133.453094,7851400,97.701242
2001-01-18,133.4375,135.703094,132.9375,134.781204,8107000,98.673554
2001-01-19,136.1875,136.1875,133.875,134.015594,7782500,98.11305
2001-01-22,134.25,135.781204,133.5625,134.906204,7050900,98.765067
2001-01-23,134.468704,136.656204,134.156204,135.968704,8463100,99.542925
2001-01-24,136.25,137.3125,135.843704,136.375,6199900,99.840375
2001-01-25,136.25,137.25,135.656204,136.031204,10818300,99.588681
2001-01-26,135.156204,136.125,134.453094,135.875,7136800,99.474324
2001-01-29,135.5,136.899994,135.369995,136.600006,6705900,100.005102
2001-01-30,136.300003,137.919998,135.789993,137.800003,7069100,100.883622
2001-01-31,137.399994,138.699997,136.600006,137.020004,9706900,100.312583
2001-02-01,137.100006,137.949997,136.25,137.929993,8239100,100.978787
2001-02-02,137.399994,137.990005,134.75,134.800003,8276600,98.687317
2001-02-05,134.800003,135.940002,134.75,135.789993,4352900,99.41209
